id,label,left_GenreList,left_HasAlbumName,left_HasAmount,left_HasArtistName,left_HasCopyright,left_HasCurrency,left_Minute,left_Name,left_ReleasedOn,left_Seconds,right_GenreList,right_HasAlbumName,right_HasAmount,right_HasArtistName,right_HasCopyright,right_HasCurrency,right_Minute,right_Name,right_ReleasedOn,right_Seconds
202,0," Metal ', ' Grunge ', 'Rock ', ' Hard Rock', ' Alternative ', ' Music ",The Sound of Madness ( Deluxe Edition ),1.29,Shinedown,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,$,3.0,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ,2008-06-24 00:00:00,47.0,Rock,The Sound of Madness [ Deluxe ,1.29,Shinedown,( C ) 2006 Vanguard,$,3.0,I Own You ( Bonus Track ),2008-06-23 00:00:00,37.0
451,0," Music', 'Electronic ",Settle ( Deluxe Version ),1.29,Disclosure,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",$,4.0,Latch ( feat . Sam Smith ),2014-04-15 00:00:00,15.0,"Electronica ', ' Dance & Electronic",Settle,1.29,Disclosure,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",$,4.0,You & Me [ feat . Eliza Doolittle ,2013-06-11 00:00:00,27.0
126,0," Music', 'Dance ",One Love ( Deluxe Version ),1.29,David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$,2.0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ,2009-08-21 00:00:00,51.0,Dance & Electronic,One More Love [ Explicit ,1.29,David Guetta,"( C ) 2014 Lazy Hooks , LLC Under Exclusive License To Capitol Records , LLC",$,3.0,When Love Takes Over ( Feat . Kelly Rowland ) [ Explicit ,2010-11-24 00:00:00,11.0
188,0," Hard Rock ', ' Music ', ' Metal ', ' Alternative', 'Rock ",Us and Them ( Deluxe Version ),1.29,Shinedown,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,$,5.0,Fake ( Demo ),2005-10-04 00:00:00,5.0,Rock,Us And Them,1.29,Shinedown,2015 Real Sounds,$,4.0,Fake,2005-10-04 00:00:00,1.0
67,1," Dance', ' Music ', 'Electronic ",Control,1.29,Disclosure,2013 Greco-Roman Ltd,$,5.0,Boiling ( Medlar Remix ),2013-04-02 00:00:00,52.0,Dance & Electronic,Control,0.89,Disclosure,2013 Greco-Roman Ltd,$,5.0,Boiling ( Medlar Remix ),2013-04-02 00:00:00,52.0
327,0,"Hip-Hop/Rap ', ' East Coast Rap ', ' Hardcore Rap ', ' Rap', ' Music ",O.N.I.F.C. ( Deluxe Version ),1.99,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,5.0,Remember You ( feat . The Weeknd ),2012-12-04 00:00:00,20.0,Rap & Hip-Hop,Blacc Hollywood ( Deluxe ) [ Explicit ,1.29,Wiz Khalifa,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$,4.0,True Colors ( feat . Nicki Minaj ) [ Explicit ,2014-08-19 00:00:00,15.0
156,0," Music ', ' Rock ', ' Electronic', 'Dance ', ' House ",Nothing But the Beat,1.29,David Guetta,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",$,3.0,"""I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson )""",2011-08-26 00:00:00,34.0,Dance & Electronic,Nothing But the Beat 2.0 [ Explicit ,0.99,David Guetta,2015 Real Sounds,$,3.0,I Can Only Imagine ( feat . Chris Brown & Lil Wayne ),2011-08-26 00:00:00,29.0
236,0,"Singer/Songwriter ', ' Rock', ' Music ",Live After Deaf ( Live ) [ Complete Collection ,0.99,Ryan Adams,2012 PAXAM RECORDS,$,5.0,If I Am a Stranger ( Live In Amsterdam ),2012-07-02 00:00:00,10.0,Rock,Live At Carnegie Hall [ Explicit ,1.29,Ryan Adams,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,$,6.0,Lucky Now ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ,2015-04-21 00:00:00,1.0
136,0," Music', 'Dance ",One Love ( Deluxe Version ),1.29,David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$,2.0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ,2009-08-21 00:00:00,51.0,Pop,Mississippi-The Album ( Explicit Version ),0.99,David Banner,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",$,3.0,My Shawty ( Album Version ( Explicit ) ) [ feat . Fiend ] [ Explicit ,2003-05-20 00:00:00,54.0
474,1," Music ', ' Rap', ' Dance ', 'Hip-Hop/Rap ', ' Contemporary R&B ', ' R&B / Soul ",Last Train to Paris,1.29,"Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven",‰ ãÑ 2010 Bad Boy/Interscope Records,$,4.0,"I Know ( feat . Chris Brown , Wiz Khalifa & Seven )",2010-12-14 00:00:00,31.0,Rap & Hip-Hop,Last Train To Paris [ Explicit ,1.29,Diddy - Dirty Money,( C ) 2010 Bad Boy/Interscope Records,$,4.0,I Know [ feat . Wiz Khalifa ] [ Explicit ,2010-12-14 00:00:00,31.0
531,0," Hardcore Rap ', ' East Coast Rap ', ' Music ', ' Rap', 'Hip-Hop/Rap ",Rolling Papers ( Deluxe Version ),1.29,Wiz Khalifa,‰ ãÑ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,3.0,Wake Up,2011-03-28 00:00:00,46.0,Rap & Hip-Hop,Rolling Papers [ Clean ,1.29,Wiz Khalifa,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,3.0,Roll Up [ Clean ,2011-03-28 00:00:00,47.0
498,0," Contemporary Singer/Songwriter', ' Music ', 'Pop ', ' Vocal ', ' Rock ', ' Singer/Songwriter ', ' Adult Alternative ",The Best of Nelly Furtado ( Deluxe Version ),0.99,Nelly Furtado & Keith Urban,‰ ãÑ 2010 Geffen Records,$,4.0,"""In God 's Hands ( feat . Keith Urban )""",2010-11-16 00:00:00,34.0,Pop,Loose ( US version ),1.29,Nelly Furtado,( C ) 2006 Geffen Records,$,3.0,Te Busque ( Full Spanish Version ) [ feat . Juanes ,2006-06-20 00:00:00,38.0
334,1,"Hip-Hop/Rap ', ' East Coast Rap ', ' Hardcore Rap', ' Rap ', ' Music ",Rolling Papers,1.29,Wiz Khalifa,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,4.0,Cameras,2011-03-28 00:00:00,29.0,Rap & Hip-Hop,Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ,1.29,Cameron Jibril Thomaz,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,4.0,Cameras [ Clean ,2011-03-28 00:00:00,29.0
235,0," Music ', 'Singer/Songwriter ', ' Rock",Live After Deaf ( Live ) [ Complete Collection ,0.99,Ryan Adams,2012 PAXAM RECORDS,$,5.0,If I Am a Stranger ( Live In Amsterdam ),2012-07-02 00:00:00,10.0," Rock', 'Folk ",Live After Deaf ( Collection ),0.99,Ryan Adams,2012 PAXAM RECORDS,$,4.0,16 Days ( Live in London 2 Bonus Track ),2012-07-02 00:00:00,56.0
537,0,"Hip-Hop/Rap ', ' Rock ', ' Music ', ' Gangsta Rap ', ' West Coast Rap",Doggumentary,1.29,Snoop Dogg & Latoiya Williams,"‰ ãÑ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",$,3.0,Cold Game ( feat . Latoiya Williams ),2011-03-29 00:00:00,49.0," West Coast', 'Rap & Hip-Hop ",Doggumentary [ Explicit ,1.29,Snoop Dogg,"( C ) 2011 Capitol Records , LLC",$,2.0,Toyz N Da Hood ( Feat . Bootsy Collins ) [ Explicit ,2011-03-29 00:00:00,40.0
464,0,"Hip-Hop/Rap ', ' Music",Take Care ( Deluxe Version ),1.29,Drake,‰ ãÑ 2011 Cash Money Records Inc.,$,3.0,Crew Love ( feat . The Weeknd ),2011-11-15 00:00:00,28.0,Rap & Hip-Hop,Nothing Was The Same ( Deluxe ) [ Explicit ,1.29,Drake,( C ) 2013 Cash Money Records Inc.,$,4.0,All Me [ feat . 2 Chainz ] [ Explicit ,2013-09-24 00:00:00,30.0
301,0," Music', 'Dance ",Bounce ( feat . Kelis ) [ Remixes ,1.29,Calvin Harris,2013 Sony Music Entertainment UK Limited,$,7.0,Awooga ( Extended Mix ),2013-02-05 00:00:00,12.0,Dance & Electronic,Bounce,1.29,Calvin Harris Feat . Kelis,2015 Bill Maki,$,6.0,Bounce ( Fly Eye Club Mix ),2013-02-05 00:00:00,6.0
150,0," Music', 'Dance ",One Love ( Deluxe Version ),1.29,David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$,2.0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ,2009-08-21 00:00:00,51.0,Dance & Electronic,Listen ( Deluxe ),1.29,David Guetta,2015 If Moving Your Mine,$,3.0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ,2014-11-24 00:00:00,20.0
81,0," Music', 'Dance ","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",1.29,David Guetta,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",$,4.0,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ",2015-05-12 00:00:00,42.0,Dance & Electronic,Hey Mama,0.99,"Zia Moz feat . David Guetta , Bebe Rexha , Nicki Minaj and Afrojack","2015 Zia Moz , David Guetta , Onika Maraj , Giorgio Tuinfort , Nick van de Wall , Ester Dean , Bebe Rexha , Sean Douglas",$,3.0,Hey Mama ( Zia Moz Remix ),2015-06-01 00:00:00,12.0
77,0," Electronic ', ' Music ', ' Rock ', 'Dance ', ' French Pop', ' House ",Listen ( Deluxe Version ),1.29,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$,3.0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ,2014-11-24 00:00:00,20.0,Dance & Electronic,Listen,1.29,David Guetta,2015 If Moving Your Mine,$,3.0,S.T.O.P ( feat . Ryan Tedder ),2014-11-24 00:00:00,34.0
225,0," Music ', 'Latin Urban ', ' Latino",Nicky Jam Hits,0.99,Nicky Jam,2014 La Industria Inc. . Licencia a Codiscos S.A.S.,$,4.0,"""Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ]""",2014-09-09 00:00:00,46.0," Latin Music', 'International ",Cuando Te Veo Remix Feat . Nicky Jam,1.29,ChocQuibTown feat . Nicky Jam,( C ) 2014 Acoda,$,3.0,Cuando Te Veo Remix Feat . Nicky Jam ( Urban Version ),2015-04-17 00:00:00,51.0
296,0," Music', 'Dance ",Thinking About You ( feat . Ayah Marar ) [ Remixes ,1.29,Calvin Harris,2013 Sony Music Entertainment UK Limited,$,5.0,Thinking About You ( feat . Ayah Marar ) [ Michael Brun Remix ,2013-08-02 00:00:00,42.0,Dance & Electronic,How Deep Is Your Love ( Remixes ),1.29,Calvin Harris & Disciples,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",$,4.0,How Deep Is Your Love ( Calvin Harris & R3hab Remix ),2015-08-07 00:00:00,16.0
229,1," Pop/Rock ', ' R&B / Soul ', ' Contemporary R&B', ' Dance ', ' Music ', ' Teen Pop ', 'Pop ","""Ca n't Take Me Home""",0.99,P!NK,"1999 , 2000 LaFace Records LLC",$,3.0,Is It Love,1997-05-05 00:00:00,38.0,Pop,"""Ca n't Take Me Home""",0.99,P!nk,"( C ) 2008 Concord Music Group , Inc.",$,3.0,Is It Love,1999-05-17 00:00:00,38.0
331,1," Music', 'Hip-Hop/Rap ",Flight School,0.99,Wiz Khalifa,2009 Rostrum Records,$,4.0,Extra Extra Credit,2009-04-17 00:00:00,3.0,Rap & Hip-Hop,Flight School [ Explicit ,0.99,Wiz Khalifa,2013 Mad Decent,$,4.0,Extra Extra Credit [ Explicit ,2009-04-17 00:00:00,3.0
415,1," Bop ', ' Electronic ', ' Rock', 'Dance', 'Music', ' Rap ', ' Jazz ', 'Hip-Hop / Rap ","""Skrillex and Diplo Present Jack '``""",1.29,Skrillex & Diplo,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,$,3.0,"""Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ]""",2015-02-24 00:00:00,30.0,Dance & Electronic,Skrillex and Diplo present Jack ÌÏ [ Explicit ,1.29,"Skrillex , Diplo', 'Skrillex & Diplo",2012 Knight Skreams,$,3.0,Take ÌÏ There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ,2015-02-24 00:00:00,30.0
302,0," Electronic', ' Music ', ' R&B / Soul ', 'Dance ","""We 'll Be Coming Back ( feat . Example ) [ Remixes ]""",1.29,Calvin Harris,2013 Sony Music Entertainment UK Limited,$,5.0,"""We 'll Be Coming Back ( feat . Example ) [ Jacob Plant Remix ]""",2013-02-05 00:00:00,2.0,Dance & Electronic,How Deep Is Your Love ( Remixes ),1.29,Calv Harr & Disc,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",$,5.0,How Deep Is Your Love ( Chris Lake Remix ),2015-08-07 00:00:00,6.0
322,0,"Hip-Hop/Rap ', ' Hardcore Rap ', ' East Coast Rap ', ' Music ', ' Rap",O.N.I.F.C. ( Deluxe Version ),1.99,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,5.0,Remember You ( feat . The Weeknd ),2012-12-04 00:00:00,20.0,Rap & Hip-Hop,O.N.I.F.C. [ Explicit ,1.29,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,3.0,"""It 's Nothin ( feat . 2 Chainz ) [ Explicit ]""",2012-12-04 00:00:00,47.0
113,0," Music ', ' Rock ', 'Dance ', ' French Pop', ' House ', ' Electronic ",Listen ( Deluxe Version ),1.29,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$,3.0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ,2014-11-24 00:00:00,20.0,Dance & Electronic,Listen ( Deluxe ),1.29,David Guetta,2015 If Moving Your Mine,$,3.0,Lovers on the Sun ( feat . Sam Martin ),2014-11-24 00:00:00,23.0
446,0," Rock ', ' Electronic ', ' Adult Alternative', 'Dance ', ' Electronica ', ' Music ', ' Pop ', ' House ",Pop Life ( Extended Version ) [ Bonus Version ,0.0,David Guetta,‰ ãÑ 2007 Gum Records,Album Only,3.0,Obsession ( feat . JD Davis & Miss B ),2007-09-18 00:00:00,6.0,Dance & Electronic,One Love ( Deluxe Version ),1.29,David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,$,3.0,Memories ( Feat . Kid Cudi ),2009-08-21 00:00:00,30.0
96,0,"Dance ', ' House ', ' Electronic ', ' Music ', ' Rock",Nothing But the Beat,1.29,David Guetta,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",$,3.0,"""I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson )""",2011-08-26 00:00:00,34.0,Dance & Electronic,Nothing But the Beat 2.0 [ Explicit ,0.99,David Guetta,2015 Real Sounds,$,3.0,Little Bad Girl ( feat . Taio Cruz & Ludacris ) [ Explicit ,2011-08-26 00:00:00,12.0
173,0," Rock', 'Dance ', ' Electronic ', ' Music ', ' House ",Nothing But the Beat,1.29,David Guetta,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",$,3.0,"""I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson )""",2011-08-26 00:00:00,34.0,Dance & Electronic,Nothing But the Beat 2.0 [ Explicit ,0.99,David Guetta,2015 Real Sounds,$,3.0,Nothing Really Matters ( feat . will.i.am ) [ Explicit ,2011-08-26 00:00:00,39.0
355,0," Music ', ' Rap', 'Hip-Hop/Rap ', ' Hardcore Rap ', ' East Coast Rap ",O.N.I.F.C.,1.29,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,5.0,Medicated ( feat . Chevy Woods & Juicy J ),2012-12-04 00:00:00,30.0,Rap & Hip-Hop,O.N.I.F.C. [ Explicit ,1.29,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,3.0,The Bluff ( feat . Cam ` Ron ) [ Explicit ,2012-12-04 00:00:00,48.0
115,0," Electronic ', 'Dance ', ' French Pop', ' House ', ' Music ', ' Rock ",Listen,1.29,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",$,3.0,The Whisperer ( feat . Sia ),2014-11-24 00:00:00,54.0,Dance & Electronic,Listen ( Deluxe ),1.29,David Guetta,2015 If Moving Your Mine,$,3.0,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack )",2014-11-24 00:00:00,12.0
163,0," Music ', ' House ', 'Dance ', ' Rock ', ' Electronic ', ' French Pop",Listen ( Deluxe Version ),1.29,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$,3.0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ,2014-11-24 00:00:00,20.0,Dance & Electronic,Listen ( Deluxe ),1.29,David Guetta,2015 If Moving Your Mine,$,3.0,"Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo )",2014-11-24 00:00:00,58.0
55,0," Rock', ' Music ', 'Alternative ",Centuries ( Gazzo Remix ) - Single,1.29,Fall Out Boy,"2014 Island Records , a division of UMG Recordings , Inc.",$,4.0,Centuries ( Gazzo Remix ),2014-12-22 00:00:00,19.0,Dance & Electronic,Busy ( N3mrod Remix ) [ feat . Kevin Lyttle ] [ Explicit ,0.99,Boy Face,2015 Perpetual Motions Ent . / F Pac Records/FROGG LIFE,$,2.0,Busy ( N3mrod Remix ) [ feat . Kevin Lyttle ] [ Explicit ,2015-04-10 00:00:00,32.0
453,0,"Electronic ', ' Music",Settle ( Deluxe Version ),1.29,Disclosure,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",$,6.0,Defeated No More ( feat . Edward Macfarlane ),2014-04-15 00:00:00,7.0,"Electronica ', ' Dance & Electronic",Caracal ( Deluxe ),1.29,Disclosure,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",$,3.0,Magnets [ feat . Lorde ,2015-09-25 00:00:00,19.0
121,0," Music', 'Dance ",One Love ( Deluxe Version ),1.29,David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$,2.0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ,2009-08-21 00:00:00,51.0,Pop,Mississippi-The Album ( Explicit Version ),0.69,David Banner,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",$,1.0,Phone Tap ( Album Version ( Explicit ) ) [ Explicit ,2003-05-20 00:00:00,52.0
341,0,"Hip-Hop / Rap ', ' Rap', 'Electronic', 'Music",We Dem Boyz ( Louis Futon Remix ) - Single,1.29,Wiz Khalifa,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$,4.0,We Dem Boyz ( Louis Futon Remix ),2014-07-01 00:00:00,19.0,Rap & Hip-Hop,We Dem Boyz [ Explicit ,1.29,Cameron Jibril Thomaz,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$,3.0,We Dem Boyz [ Explicit ,2014-02-11 00:00:00,45.0
404,0," Music ', ' Pop ', 'Dance ', ' Rock",Starry Eyed ( Remixes ) - EP,1.29,Ellie Goulding,2011 Polydor Ltd. ( UK ),$,8.0,Starry Eyed ( AN21 and Max Vangeli Remix ),2011-02-15 00:00:00,14.0,Pop,Lights ( The Remixes Part 1 ),1.29,Ellie Goulding,( C ) 2011 Polydor Ltd. ( UK ),$,3.0,Lights ( Shook Remix ),2011-05-23 00:00:00,49.0
448,0,"Dance ', ' Adult Alternative', ' House ', ' Electronic ', ' Electronica ', ' Music ', ' Pop ', ' Rock ",Pop Life ( Extended Version ) [ Bonus Version ,1.5829590000000002,David Guetta,‰ ãÑ 2007 Gum Records,$,6.0,Baby When the Light ( David Guetta & Fred Rister Remix ),2007-09-18 00:00:00,17.0,Dance & Electronic,One Love ( Deluxe Version ),1.29,David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,$,3.0,"""Revolver ( Madonna Vs. David Guetta Feat . Lil ' Wayne ) ( One Love Remix )""",2009-08-21 00:00:00,18.0
249,0," Contemporary Country ', 'Country ', ' Urban Cowboy', ' Music ",Greatest Hits,0.99,Kenny Chesney,2000 BMG Entertainment,$,4.0,Because of Your Love,2000-09-26 00:00:00,16.0," Cowboy', ' Traditional Country ', 'Country ",49 All Time Greatest Hits,0.89,Kenny Rogers,( c ) 2008 Goldenlane Records,$,2.0,"""Ruby , Do n't Take Your Love To Town""",2008-08-01 00:00:00,55.0
42,1,"Pop ', ' Rock ', ' Pop/Rock', ' Music ",Nick Jonas ( Deluxe ),1.29,Nicholas Jerry Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$,3.0,Closer ( feat . Mike Posner ),2014-11-10 00:00:00,48.0,Pop,Nick Jonas ( Deluxe ) [ Clean ,1.29,Nick Jonas,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",$,3.0,Closer [ feat . Mike Posner ] [ Clean ,2014-11-10 00:00:00,48.0
443,0," Rock ', ' Adult Alternative', ' Electronic ', 'Dance ', ' Electronica ', ' House ', ' Pop ', ' Music ",Pop Life ( Extended Version ) [ Bonus Version ,1.29,David Guetta,‰ ãÑ 2007 Gum Records,$,4.0,Delirious ( feat . Tara McDonald ),2007-09-18 00:00:00,31.0,Dance & Electronic,One Love ( Deluxe Version ),1.29,David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,$,4.0,"""It 's The Way You Love Me ( Feat . Kelly Rowland ; Continuous Mix Version )""",2009-08-21 00:00:00,11.0
349,0," Music ', ' Rap', 'Hip-Hop/Rap ', ' Hardcore Rap ', ' East Coast Rap ",O.N.I.F.C. ( Deluxe Version ),1.99,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,5.0,Remember You ( feat . The Weeknd ),2012-12-04 00:00:00,20.0,Rap & Hip-Hop,O.N.I.F.C. [ Explicit ,1.29,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,4.0,"Rise Above ( feat . Pharrell , Tuki Carter & Amber Rose ) [ Explicit ",2012-12-04 00:00:00,31.0
477,0," Classical ', 'Soundtrack ', ' Music ', ' Soundtrack ', ' Original Score",The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ,1.29,Howard Shore,‰ ãÑ 2013 WaterTower Music,$,4.0,"Girion , Lord of Dale ( Extended Version )",2013-12-10 00:00:00,15.0,Soundtracks,Maleficent ( Original Motion Picture Soundtrack ),1.29,James Newton Howard,"( C ) 2014 Disney Enterprises , Inc.",$,1.0,Path of Destruction,2014-05-27 00:00:00,48.0
427,0," Electronic', ' Music ', 'Dance ",Lick It ( Remixes ) - EP,1.29,Kaskade & Skrillex,"2012 Ultra Records , Inc.",$,6.0,Lick It ( Norman Doray Remix ),2012-04-17 00:00:00,14.0," Dubstep', 'Dance & Electronic ",More Monsters And Sprites EP,1.29,Sonny John Moore,2011 Rory Bourke Music Co. ( BMI ),$,3.0,Scary Monsters And Nice Sprites ( Phonat Remix ),2011-06-07 00:00:00,39.0
428,0,"Dance ', ' Electronic', ' Music ",Lick It ( Remixes ) - EP,1.29,Kaskade & Skrillex,"2012 Ultra Records , Inc.",$,6.0,Lick It ( Norman Doray Remix ),2012-04-17 00:00:00,14.0,Dance & Electronic,Make It Bun Dem After Hours EP,1.29,"""Skrillex & Damian Jr Gong '' Marley ''""",2015 RGK,$,3.0,Make It Bun Dem ( Flinch Remix ),2012-08-28 00:00:00,55.0
5,1,"Alternative ', ' Music ', ' Rock ', ' Adult Alternative",VHS,1.29,X Ambassadors,2015 KIDinaKORNER/Interscope Records,$,1.0,VHS Outro ( Interlude ),2015-06-30 00:00:00,25.0,Alternative Rock,VHS [ Explicit ,1.29,X Ambassadors,( C ) 2015 KIDinaKORNER/Interscope Records,$,1.0,VHS Outro ( Interlude ) [ Explicit ,2015-06-30 00:00:00,25.0
37,0," Reggae ', ' Modern Dancehall ', ' Music ', 'Electronic ', ' Dance",Peace Is The Mission,1.29,Major Lazer,2015 Mad Decent,$,3.0,All My Love ( feat . Ariana Grande & Machel Montano ) [ Remix ,2015-06-01 00:00:00,49.0,Dance & Electronic,Peace Is The Mission [ Explicit ,1.29,Major Lazer,2015 Mad Decent,$,3.0,Be Together ( feat . Wild Belle ),2015-06-01 00:00:00,53.0
189,0," Metal ', 'Rock ', ' Alternative ', ' Hard Rock', ' Music ",Somewhere In the Stratosphere ( Live ),1.29,Shinedown,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,$,5.0,Second Chance ( Live Acoustic from Kansas City ),2011-04-18 00:00:00,6.0,Rock,Somewhere In The Stratosphere,1.29,Shinedown,( C ) 2005 MCA Nashville,$,7.0,Simple Man ( Live From Washington State ),2011-04-18 00:00:00,35.0
9,0,"Alternative ', ' Music ', ' Adult Alternative', ' Rock ",VHS,1.29,X Ambassadors,2015 KIDinaKORNER/Interscope Records,$,1.0,VHS Outro ( Interlude ),2015-06-30 00:00:00,25.0,Alternative Rock,VHS [ Explicit ,1.29,X Ambassadors,( C ) 2015 KIDinaKORNER/Interscope Records,$,0.0,Smoke ( Interlude ) [ Explicit ,2015-06-30 00:00:00,24.0
23,0," R&B / Soul ', ' Contemporary R&B ', 'Hip-Hop / Rap ', ' Music ', ' Pop/Rock', ' Dance', 'Pop ', ' Rock ', 'Electronic",Hotel Cabana ( Deluxe Version ),1.29,Naughty Boy,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,$,4.0,"""Lifted ( feat . Emeli Sand ' © & Professor Green )""",2014-05-06 00:00:00,15.0,Pop,Hotel Cabana [ Explicit ,1.29,Naughty Boy,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,$,2.0,Top Floor ( Cabana ) [ feat . Ed Sheeran ,2014-05-06 00:00:00,9.0
132,0,"Dance ', ' Music",One Love ( Deluxe Version ),1.29,David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$,2.0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ,2009-08-21 00:00:00,51.0,Dance & Electronic,Listen ( Deluxe ),1.29,David Guetta,2015 If Moving Your Mine,$,3.0,No Money no Love ( feat . Elliphant & Ms. Dynamite ),2014-11-24 00:00:00,57.0
